batch_num,time,thickness_average,roll_length,speed,meter,gapDR,gapOP,MES_pressureDR,MES_pressureOP,thickness_average_second,time_gap
E3J2BC1221,2024-03-18 15:47:58,137.61,1294588.38,19.98,1321.39,493.59,486.44,13.31802,12.18072,143.58422122780607,54.0
E3J2BC1221,2024-03-18 15:48:12,138.98,1299213.63,19.98,1325.7,493.59,486.44,13.45626,12.26867,143.65670983440907,54.0
E3J2BC1221,2024-03-18 15:48:17,139.64,1300844.75,20.0,1327.5,493.59,486.44,13.1339,12.11149,143.6679728984663,54.0
E3J2BC1221,2024-03-18 15:48:22,139.03,1302494.0,19.98,1329.09,485.59,478.44,13.20497,12.19007,143.6637038245001,54.0
E3J2BC1221,2024-03-18 15:48:27,139.33,1306134.25,49.97,1331.89,483.51,477.87,14.32566,14.15593,143.6542810586941,54.0
E3J2BC1221,2024-03-18 15:48:32,138.17,1310391.88,49.99,1336.4,481.45,477.31,14.62967,14.30701,143.64326020837376,54.0
E3J2BC1221,2024-03-18 15:48:37,137.8,1314288.25,49.97,1340.36,489.45,485.31,14.5292,14.22049,143.83171614189388,54.0
E3J2BC1221,2024-03-18 15:48:41,137.45,1318368.88,49.96,1343.95,489.45,485.31,13.65431,12.5811,143.56992995907422,54.0
E3J2BC1221,2024-03-18 15:48:46,139.86,1322445.13,50.0,1348.44,489.45,485.31,13.61937,12.45031,143.4010739920248,54.0
E3J2BC1221,2024-03-18 15:48:51,139.38,1326516.63,49.97,1352.37,489.45,485.31,13.74884,13.04399,143.48351797063847,54.0
E3J2BC1221,2024-03-18 15:48:56,139.43,1330755.63,50.0,1356.32,485.45,480.07,14.05917,13.5458,143.7688301707444,54.0
E3J2BC1221,2024-03-18 15:49:01,138.65,1337110.0,91.71,1362.28,480.36,478.6,13.67683,12.22456,143.74332117822075,54.0
E3J2BC1221,2024-03-18 15:49:06,138.52,1345312.38,99.99,1370.17,478.33,478.04,14.11334,13.01106,143.07131519524944,54.0
E3J2BC1221,2024-03-18 15:49:11,137.88,1353440.75,99.99,1378.01,486.33,483.91,14.54123,14.11249,143.76727085712648,54.0
E3J2BC1221,2024-03-18 15:49:16,139.92,1361617.13,99.98,1386.94,486.33,483.91,14.45925,13.99781,143.60380069524913,54.0
E3J2BC1221,2024-03-18 15:49:21,139.66,1369764.63,99.99,1394.13,482.23,478.57,14.48421,14.18282,143.0017239508301,54.0
E3J2BC1221,2024-03-18 15:49:35,138.88,1394073.5,99.98,1418.44,482.23,478.57,14.17397,12.66801,143.19074163485428,54.0
E3J2BC1221,2024-03-18 15:49:49,138.75,1417499.0,99.98,1441.8,482.95,482.65,14.46857,13.25273,143.84787383596952,54.0
E3J2BC1221,2024-03-18 15:49:54,138.94,1425722.38,99.99,1450.81,482.95,482.65,14.28783,13.22638,143.71675416866316,54.0
E3J2BC1221,2024-03-18 15:49:59,138.9,1433594.88,99.99,1458.67,484.3,485.19,14.41577,13.18219,143.2879221012325,54.0
E3J2BC1221,2024-03-18 15:50:04,139.67,1441754.13,99.98,1466.51,484.3,485.19,14.18012,12.57406,143.88891876160247,54.0
E3J2BC1221,2024-03-18 15:50:09,139.36,1449966.88,99.99,1474.4,484.07,482.17,14.27803,13.31217,143.7465476937822,54.0
E3J2BC1221,2024-03-18 15:50:14,139.17,1458083.75,99.99,1483.47,484.07,482.17,14.10633,13.34637,143.84309730517785,54.0
E3J2BC1221,2024-03-18 15:50:19,139.03,1466243.25,99.98,1491.37,483.35,489.91,14.12015,12.299,143.75314455419974,54.0
E3J2BC1221,2024-03-18 15:50:24,140.15,1474413.13,99.98,1499.26,483.35,489.91,14.01761,12.96704,143.29600964125078,54.0
E3J2BC1221,2024-03-18 15:50:29,139.82,1482572.63,99.98,1507.31,484.82,485.55,14.01761,12.96704,143.16281854744906,54.0
E3J2BC1221,2024-03-18 15:50:33,139.56,1490732.0,99.99,1516.24,484.82,485.55,13.98022,13.00689,143.77521905108162,54.0
E3J2BC1221,2024-03-18 15:50:38,139.4,1498923.5,99.98,1524.23,483.79,489.05,14.02202,12.32293,143.25958883279606,54.0
E3J2BC1221,2024-03-18 15:50:43,139.97,1507072.13,99.99,1532.16,483.79,489.05,14.03867,12.27745,143.47768838733163,54.0
E3J2BC1221,2024-03-18 15:50:48,139.61,1515231.5,99.99,1540.11,486.9,486.29,13.91043,12.71795,143.71642361946417,54.0
E3J2BC1221,2024-03-18 15:50:53,139.91,1523412.13,99.98,1547.71,486.9,486.29,14.06433,12.25013,143.5128598223216,54.0
